run_id,sample_id,model_alias,version,rank,source_id,source_type,title,retrieval_score,bm25_score,metadata_boost,authority_level,source_url,text
RUN-LPB-HARD-002-qianfan_qwen35_27b-V4,LPB-HARD-002,qianfan_qwen35_27b,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,51.611411,51.251411,0.36,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-002-qianfan_qwen35_27b-V4,LPB-HARD-002,qianfan_qwen35_27b,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,43.332677,43.332677,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-002-qianfan_qwen35_27b-V4,LPB-HARD-002,qianfan_qwen35_27b,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.630979,32.630979,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-002-qianfan_qwen35_27b-V4,LPB-HARD-002,qianfan_qwen35_27b,V4,4,AGREEMENT-002,contract_clause,离职协议保留权利条款,31.318768,31.318768,0.0,,self_authored,离职协议第4条：本协议不影响员工依法就未列明争议另行主张权利。
RUN-LPB-HARD-002-qianfan_qwen35_27b-V3,LPB-HARD-002,qianfan_qwen35_27b,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,51.611411,51.251411,0.36,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-002-qianfan_qwen35_27b-V3,LPB-HARD-002,qianfan_qwen35_27b,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,43.332677,43.332677,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-002-qianfan_qwen35_27b-V3,LPB-HARD-002,qianfan_qwen35_27b,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.630979,32.630979,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-002-qianfan_qwen35_27b-V3,LPB-HARD-002,qianfan_qwen35_27b,V3,4,AGREEMENT-002,contract_clause,离职协议保留权利条款,31.318768,31.318768,0.0,,self_authored,离职协议第4条：本协议不影响员工依法就未列明争议另行主张权利。
RUN-LPB-HARD-002-qianfan_glm_52-V4,LPB-HARD-002,qianfan_glm_52,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,51.611411,51.251411,0.36,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-002-qianfan_glm_52-V4,LPB-HARD-002,qianfan_glm_52,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,43.332677,43.332677,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-002-qianfan_glm_52-V4,LPB-HARD-002,qianfan_glm_52,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.630979,32.630979,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-002-qianfan_glm_52-V4,LPB-HARD-002,qianfan_glm_52,V4,4,AGREEMENT-002,contract_clause,离职协议保留权利条款,31.318768,31.318768,0.0,,self_authored,离职协议第4条：本协议不影响员工依法就未列明争议另行主张权利。
RUN-LPB-HARD-002-qianfan_glm_52-V3,LPB-HARD-002,qianfan_glm_52,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,51.611411,51.251411,0.36,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-002-qianfan_glm_52-V3,LPB-HARD-002,qianfan_glm_52,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,43.332677,43.332677,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-002-qianfan_glm_52-V3,LPB-HARD-002,qianfan_glm_52,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.630979,32.630979,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-002-qianfan_glm_52-V3,LPB-HARD-002,qianfan_glm_52,V3,4,AGREEMENT-002,contract_clause,离职协议保留权利条款,31.318768,31.318768,0.0,,self_authored,离职协议第4条：本协议不影响员工依法就未列明争议另行主张权利。
RUN-LPB-HARD-002-qianfan_lite_baseline-V4,LPB-HARD-002,qianfan_lite_baseline,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,51.611411,51.251411,0.36,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-002-qianfan_lite_baseline-V4,LPB-HARD-002,qianfan_lite_baseline,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,43.332677,43.332677,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-002-qianfan_lite_baseline-V4,LPB-HARD-002,qianfan_lite_baseline,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.630979,32.630979,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-002-qianfan_lite_baseline-V4,LPB-HARD-002,qianfan_lite_baseline,V4,4,AGREEMENT-002,contract_clause,离职协议保留权利条款,31.318768,31.318768,0.0,,self_authored,离职协议第4条：本协议不影响员工依法就未列明争议另行主张权利。
RUN-LPB-HARD-002-qianfan_lite_baseline-V3,LPB-HARD-002,qianfan_lite_baseline,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,51.611411,51.251411,0.36,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-002-qianfan_lite_baseline-V3,LPB-HARD-002,qianfan_lite_baseline,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,43.332677,43.332677,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-002-qianfan_lite_baseline-V3,LPB-HARD-002,qianfan_lite_baseline,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,32.630979,32.630979,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-002-qianfan_lite_baseline-V3,LPB-HARD-002,qianfan_lite_baseline,V3,4,AGREEMENT-002,contract_clause,离职协议保留权利条款,31.318768,31.318768,0.0,,self_authored,离职协议第4条：本协议不影响员工依法就未列明争议另行主张权利。
RUN-LPB-HARD-003-qianfan_ernie_51-V4,LPB-HARD-003,qianfan_ernie_51,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_ernie_51-V4,LPB-HARD-003,qianfan_ernie_51,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_ernie_51-V4,LPB-HARD-003,qianfan_ernie_51,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_ernie_51-V4,LPB-HARD-003,qianfan_ernie_51,V4,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_ernie_51-V3,LPB-HARD-003,qianfan_ernie_51,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_ernie_51-V3,LPB-HARD-003,qianfan_ernie_51,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_ernie_51-V3,LPB-HARD-003,qianfan_ernie_51,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_ernie_51-V3,LPB-HARD-003,qianfan_ernie_51,V3,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V4,LPB-HARD-003,qianfan_deepseek_v4_pro,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V4,LPB-HARD-003,qianfan_deepseek_v4_pro,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V4,LPB-HARD-003,qianfan_deepseek_v4_pro,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V4,LPB-HARD-003,qianfan_deepseek_v4_pro,V4,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V3,LPB-HARD-003,qianfan_deepseek_v4_pro,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V3,LPB-HARD-003,qianfan_deepseek_v4_pro,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V3,LPB-HARD-003,qianfan_deepseek_v4_pro,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V3,LPB-HARD-003,qianfan_deepseek_v4_pro,V3,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V4,LPB-HARD-003,qianfan_qwen35_27b,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V4,LPB-HARD-003,qianfan_qwen35_27b,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V4,LPB-HARD-003,qianfan_qwen35_27b,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V4,LPB-HARD-003,qianfan_qwen35_27b,V4,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V3,LPB-HARD-003,qianfan_qwen35_27b,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V3,LPB-HARD-003,qianfan_qwen35_27b,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V3,LPB-HARD-003,qianfan_qwen35_27b,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_qwen35_27b-V3,LPB-HARD-003,qianfan_qwen35_27b,V3,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_glm_52-V4,LPB-HARD-003,qianfan_glm_52,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_glm_52-V4,LPB-HARD-003,qianfan_glm_52,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_glm_52-V4,LPB-HARD-003,qianfan_glm_52,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_glm_52-V4,LPB-HARD-003,qianfan_glm_52,V4,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_glm_52-V3,LPB-HARD-003,qianfan_glm_52,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_glm_52-V3,LPB-HARD-003,qianfan_glm_52,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_glm_52-V3,LPB-HARD-003,qianfan_glm_52,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_glm_52-V3,LPB-HARD-003,qianfan_glm_52,V3,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_lite_baseline-V4,LPB-HARD-003,qianfan_lite_baseline,V4,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_lite_baseline-V4,LPB-HARD-003,qianfan_lite_baseline,V4,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_lite_baseline-V4,LPB-HARD-003,qianfan_lite_baseline,V4,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_lite_baseline-V4,LPB-HARD-003,qianfan_lite_baseline,V4,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-003-qianfan_lite_baseline-V3,LPB-HARD-003,qianfan_lite_baseline,V3,1,STAT-COMPANY-LIQUIDATION-001,statute_summary,公司清算与债权人保护规则摘要,77.856376,77.376376,0.48,,https://flk.npc.gov.cn/,公司注销、清算通知、资产处置和股东责任需要结合清算程序、债权申报、出资和恶意处置资产证据判断。
RUN-LPB-HARD-003-qianfan_lite_baseline-V3,LPB-HARD-003,qianfan_lite_baseline,V3,2,LOSS-001,evidence_excerpt,损失证明材料片段,37.145972,37.145972,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-003-qianfan_lite_baseline-V3,LPB-HARD-003,qianfan_lite_baseline,V3,3,NOTICE-001,evidence_excerpt,平台侵权通知材料片段,36.518233,36.518233,0.0,,self_authored,权利人向平台提交了侵权通知，通知中包含商品链接、权属证明和初步侵权比对。
RUN-LPB-HARD-003-qianfan_lite_baseline-V3,LPB-HARD-003,qianfan_lite_baseline,V3,4,STAT-PROCEDURE-001,statute_summary,民事诉讼准备与管辖规则摘要,32.582687,32.342687,0.24,,https://flk.npc.gov.cn/,起诉准备通常需要明确被告身份、请求基础、证据目录、管辖连接点和诉讼成本；事实或主体不明时应先补齐材料。
RUN-LPB-HARD-004-qianfan_ernie_51-V4,LPB-HARD-004,qianfan_ernie_51,V4,1,STAT-CIVIL-DEPOSIT-001,statute_summary,民法典定金与违约金规则摘要,54.955306,54.715306,0.24,,https://flk.npc.gov.cn/,定金、订金和违约金需要区分；写明定金且合同成立时可能适用定金罚则，违约金是否过高需结合实际损失和履行情况判断。
RUN-LPB-HARD-004-qianfan_ernie_51-V4,LPB-HARD-004,qianfan_ernie_51,V4,2,CONTRACT-001,contract_clause,买卖合同逾期发货条款,53.666357,53.426357,0.24,,self_authored,买卖合同第8条：卖方应在付款后7日内发货；逾期发货的，每逾期一日按订单价款的0.5%向买方支付违约金。
RUN-LPB-HARD-004-qianfan_ernie_51-V4,LPB-HARD-004,qianfan_ernie_51,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,36.148905,36.148905,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-004-qianfan_ernie_51-V4,LPB-HARD-004,qianfan_ernie_51,V4,4,CONTRACT-SALE-DEFECT-001,contract_clause,二手车瑕疵披露条款,35.61815,35.61815,0.0,,self_authored,二手车买卖确认单第4条：卖方承诺车辆无重大事故、水泡或火烧记录；如承诺不实，买方可要求解除合同并协商损失。
RUN-LPB-HARD-004-qianfan_ernie_51-V3,LPB-HARD-004,qianfan_ernie_51,V3,1,STAT-CIVIL-DEPOSIT-001,statute_summary,民法典定金与违约金规则摘要,54.955306,54.715306,0.24,,https://flk.npc.gov.cn/,定金、订金和违约金需要区分；写明定金且合同成立时可能适用定金罚则，违约金是否过高需结合实际损失和履行情况判断。
RUN-LPB-HARD-004-qianfan_ernie_51-V3,LPB-HARD-004,qianfan_ernie_51,V3,2,CONTRACT-001,contract_clause,买卖合同逾期发货条款,53.666357,53.426357,0.24,,self_authored,买卖合同第8条：卖方应在付款后7日内发货；逾期发货的，每逾期一日按订单价款的0.5%向买方支付违约金。
RUN-LPB-HARD-004-qianfan_ernie_51-V3,LPB-HARD-004,qianfan_ernie_51,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,36.148905,36.148905,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-004-qianfan_ernie_51-V3,LPB-HARD-004,qianfan_ernie_51,V3,4,CONTRACT-SALE-DEFECT-001,contract_clause,二手车瑕疵披露条款,35.61815,35.61815,0.0,,self_authored,二手车买卖确认单第4条：卖方承诺车辆无重大事故、水泡或火烧记录；如承诺不实，买方可要求解除合同并协商损失。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V4,LPB-HARD-004,qianfan_deepseek_v4_pro,V4,1,STAT-CIVIL-DEPOSIT-001,statute_summary,民法典定金与违约金规则摘要,54.955306,54.715306,0.24,,https://flk.npc.gov.cn/,定金、订金和违约金需要区分；写明定金且合同成立时可能适用定金罚则，违约金是否过高需结合实际损失和履行情况判断。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V4,LPB-HARD-004,qianfan_deepseek_v4_pro,V4,2,CONTRACT-001,contract_clause,买卖合同逾期发货条款,53.666357,53.426357,0.24,,self_authored,买卖合同第8条：卖方应在付款后7日内发货；逾期发货的，每逾期一日按订单价款的0.5%向买方支付违约金。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V4,LPB-HARD-004,qianfan_deepseek_v4_pro,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,36.148905,36.148905,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V4,LPB-HARD-004,qianfan_deepseek_v4_pro,V4,4,CONTRACT-SALE-DEFECT-001,contract_clause,二手车瑕疵披露条款,35.61815,35.61815,0.0,,self_authored,二手车买卖确认单第4条：卖方承诺车辆无重大事故、水泡或火烧记录；如承诺不实，买方可要求解除合同并协商损失。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V3,LPB-HARD-004,qianfan_deepseek_v4_pro,V3,1,STAT-CIVIL-DEPOSIT-001,statute_summary,民法典定金与违约金规则摘要,54.955306,54.715306,0.24,,https://flk.npc.gov.cn/,定金、订金和违约金需要区分；写明定金且合同成立时可能适用定金罚则，违约金是否过高需结合实际损失和履行情况判断。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V3,LPB-HARD-004,qianfan_deepseek_v4_pro,V3,2,CONTRACT-001,contract_clause,买卖合同逾期发货条款,53.666357,53.426357,0.24,,self_authored,买卖合同第8条：卖方应在付款后7日内发货；逾期发货的，每逾期一日按订单价款的0.5%向买方支付违约金。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V3,LPB-HARD-004,qianfan_deepseek_v4_pro,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,36.148905,36.148905,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V3,LPB-HARD-004,qianfan_deepseek_v4_pro,V3,4,CONTRACT-SALE-DEFECT-001,contract_clause,二手车瑕疵披露条款,35.61815,35.61815,0.0,,self_authored,二手车买卖确认单第4条：卖方承诺车辆无重大事故、水泡或火烧记录；如承诺不实，买方可要求解除合同并协商损失。
RUN-LPB-HARD-004-qianfan_qwen35_27b-V4,LPB-HARD-004,qianfan_qwen35_27b,V4,1,STAT-CIVIL-DEPOSIT-001,statute_summary,民法典定金与违约金规则摘要,54.955306,54.715306,0.24,,https://flk.npc.gov.cn/,定金、订金和违约金需要区分；写明定金且合同成立时可能适用定金罚则，违约金是否过高需结合实际损失和履行情况判断。
RUN-LPB-HARD-004-qianfan_qwen35_27b-V4,LPB-HARD-004,qianfan_qwen35_27b,V4,2,CONTRACT-001,contract_clause,买卖合同逾期发货条款,53.666357,53.426357,0.24,,self_authored,买卖合同第8条：卖方应在付款后7日内发货；逾期发货的，每逾期一日按订单价款的0.5%向买方支付违约金。
RUN-LPB-HARD-004-qianfan_qwen35_27b-V4,LPB-HARD-004,qianfan_qwen35_27b,V4,3,LOSS-001,evidence_excerpt,损失证明材料片段,36.148905,36.148905,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
RUN-LPB-HARD-004-qianfan_qwen35_27b-V4,LPB-HARD-004,qianfan_qwen35_27b,V4,4,CONTRACT-SALE-DEFECT-001,contract_clause,二手车瑕疵披露条款,35.61815,35.61815,0.0,,self_authored,二手车买卖确认单第4条：卖方承诺车辆无重大事故、水泡或火烧记录；如承诺不实，买方可要求解除合同并协商损失。
RUN-LPB-HARD-004-qianfan_qwen35_27b-V3,LPB-HARD-004,qianfan_qwen35_27b,V3,1,STAT-CIVIL-DEPOSIT-001,statute_summary,民法典定金与违约金规则摘要,54.955306,54.715306,0.24,,https://flk.npc.gov.cn/,定金、订金和违约金需要区分；写明定金且合同成立时可能适用定金罚则，违约金是否过高需结合实际损失和履行情况判断。
RUN-LPB-HARD-004-qianfan_qwen35_27b-V3,LPB-HARD-004,qianfan_qwen35_27b,V3,2,CONTRACT-001,contract_clause,买卖合同逾期发货条款,53.666357,53.426357,0.24,,self_authored,买卖合同第8条：卖方应在付款后7日内发货；逾期发货的，每逾期一日按订单价款的0.5%向买方支付违约金。
RUN-LPB-HARD-004-qianfan_qwen35_27b-V3,LPB-HARD-004,qianfan_qwen35_27b,V3,3,LOSS-001,evidence_excerpt,损失证明材料片段,36.148905,36.148905,0.0,,self_authored,权利人主张损失包括销售额下降、调查费用和律师费，但未提供完整计算依据。
