run_id,sample_id,model_alias,version,workflow_condition,retrieved_source_ids,retrieval_scores,expected_source_ids,expected_source_hit_count,context_recall,context_precision,retrieval_status
RUN-LPB-HARD-001-qianfan_ernie_51-V3,LPB-HARD-001,qianfan_ernie_51,V3,W3,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_deepseek_v4_pro-V4,LPB-HARD-001,qianfan_deepseek_v4_pro,V4,W2,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_deepseek_v4_pro-V3,LPB-HARD-001,qianfan_deepseek_v4_pro,V3,W3,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_qwen35_27b-V4,LPB-HARD-001,qianfan_qwen35_27b,V4,W2,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_qwen35_27b-V3,LPB-HARD-001,qianfan_qwen35_27b,V3,W3,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_glm_52-V4,LPB-HARD-001,qianfan_glm_52,V4,W2,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_glm_52-V3,LPB-HARD-001,qianfan_glm_52,V3,W3,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_lite_baseline-V4,LPB-HARD-001,qianfan_lite_baseline,V4,W2,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-001-qianfan_lite_baseline-V3,LPB-HARD-001,qianfan_lite_baseline,V3,W3,"[""CASE-LABOR-PLATFORM-001"", ""STAT-LABOR-RELATION-001"", ""POLICY-001"", ""LOSS-001""]","{""CASE-LABOR-PLATFORM-001"": 109.465928, ""LOSS-001"": 34.164724, ""POLICY-001"": 34.796388, ""STAT-LABOR-RELATION-001"": 58.702215}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_ernie_51-V4,LPB-HARD-002,qianfan_ernie_51,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_ernie_51-V3,LPB-HARD-002,qianfan_ernie_51,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_deepseek_v4_pro-V4,LPB-HARD-002,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_deepseek_v4_pro-V3,LPB-HARD-002,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_qwen35_27b-V4,LPB-HARD-002,qianfan_qwen35_27b,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_qwen35_27b-V3,LPB-HARD-002,qianfan_qwen35_27b,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_glm_52-V4,LPB-HARD-002,qianfan_glm_52,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_glm_52-V3,LPB-HARD-002,qianfan_glm_52,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_lite_baseline-V4,LPB-HARD-002,qianfan_lite_baseline,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-002-qianfan_lite_baseline-V3,LPB-HARD-002,qianfan_lite_baseline,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""AGREEMENT-002""]","{""AGREEMENT-002"": 31.318768, ""LOSS-001"": 43.332677, ""NOTICE-001"": 32.630979, ""STAT-COMPANY-LIQUIDATION-001"": 51.611411}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_ernie_51-V4,LPB-HARD-003,qianfan_ernie_51,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_ernie_51-V3,LPB-HARD-003,qianfan_ernie_51,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V4,LPB-HARD-003,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_deepseek_v4_pro-V3,LPB-HARD-003,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_qwen35_27b-V4,LPB-HARD-003,qianfan_qwen35_27b,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_qwen35_27b-V3,LPB-HARD-003,qianfan_qwen35_27b,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_glm_52-V4,LPB-HARD-003,qianfan_glm_52,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_glm_52-V3,LPB-HARD-003,qianfan_glm_52,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_lite_baseline-V4,LPB-HARD-003,qianfan_lite_baseline,V4,W2,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-003-qianfan_lite_baseline-V3,LPB-HARD-003,qianfan_lite_baseline,V3,W3,"[""STAT-COMPANY-LIQUIDATION-001"", ""LOSS-001"", ""NOTICE-001"", ""STAT-PROCEDURE-001""]","{""LOSS-001"": 37.145972, ""NOTICE-001"": 36.518233, ""STAT-COMPANY-LIQUIDATION-001"": 77.856376, ""STAT-PROCEDURE-001"": 32.582687}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_ernie_51-V4,LPB-HARD-004,qianfan_ernie_51,V4,W2,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_ernie_51-V3,LPB-HARD-004,qianfan_ernie_51,V3,W3,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V4,LPB-HARD-004,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_deepseek_v4_pro-V3,LPB-HARD-004,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_qwen35_27b-V4,LPB-HARD-004,qianfan_qwen35_27b,V4,W2,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_qwen35_27b-V3,LPB-HARD-004,qianfan_qwen35_27b,V3,W3,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_glm_52-V4,LPB-HARD-004,qianfan_glm_52,V4,W2,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_glm_52-V3,LPB-HARD-004,qianfan_glm_52,V3,W3,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_lite_baseline-V4,LPB-HARD-004,qianfan_lite_baseline,V4,W2,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-004-qianfan_lite_baseline-V3,LPB-HARD-004,qianfan_lite_baseline,V3,W3,"[""STAT-CIVIL-DEPOSIT-001"", ""CONTRACT-001"", ""LOSS-001"", ""CONTRACT-SALE-DEFECT-001""]","{""CONTRACT-001"": 53.666357, ""CONTRACT-SALE-DEFECT-001"": 35.61815, ""LOSS-001"": 36.148905, ""STAT-CIVIL-DEPOSIT-001"": 54.955306}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_ernie_51-V4,LPB-HARD-005,qianfan_ernie_51,V4,W2,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_ernie_51-V3,LPB-HARD-005,qianfan_ernie_51,V3,W3,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_deepseek_v4_pro-V4,LPB-HARD-005,qianfan_deepseek_v4_pro,V4,W2,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_deepseek_v4_pro-V3,LPB-HARD-005,qianfan_deepseek_v4_pro,V3,W3,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_qwen35_27b-V4,LPB-HARD-005,qianfan_qwen35_27b,V4,W2,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_qwen35_27b-V3,LPB-HARD-005,qianfan_qwen35_27b,V3,W3,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_glm_52-V4,LPB-HARD-005,qianfan_glm_52,V4,W2,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_glm_52-V3,LPB-HARD-005,qianfan_glm_52,V3,W3,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_lite_baseline-V4,LPB-HARD-005,qianfan_lite_baseline,V4,W2,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-005-qianfan_lite_baseline-V3,LPB-HARD-005,qianfan_lite_baseline,V3,W3,"[""CASE-MEDICAL-AESTHETIC-001"", ""LOSS-001"", ""STAT-CONSUMER-001"", ""NOTICE-001""]","{""CASE-MEDICAL-AESTHETIC-001"": 54.772599, ""LOSS-001"": 34.11932, ""NOTICE-001"": 29.052323, ""STAT-CONSUMER-001"": 29.623671}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_ernie_51-V4,LPB-HARD-006,qianfan_ernie_51,V4,W2,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_ernie_51-V3,LPB-HARD-006,qianfan_ernie_51,V3,W3,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_deepseek_v4_pro-V4,LPB-HARD-006,qianfan_deepseek_v4_pro,V4,W2,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_deepseek_v4_pro-V3,LPB-HARD-006,qianfan_deepseek_v4_pro,V3,W3,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_qwen35_27b-V4,LPB-HARD-006,qianfan_qwen35_27b,V4,W2,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_qwen35_27b-V3,LPB-HARD-006,qianfan_qwen35_27b,V3,W3,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_glm_52-V4,LPB-HARD-006,qianfan_glm_52,V4,W2,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_glm_52-V3,LPB-HARD-006,qianfan_glm_52,V3,W3,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_lite_baseline-V4,LPB-HARD-006,qianfan_lite_baseline,V4,W2,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-HARD-006-qianfan_lite_baseline-V3,LPB-HARD-006,qianfan_lite_baseline,V3,W3,"[""CASE-LOAN-INVEST-001"", ""LOSS-001"", ""STAT-PROCEDURE-001"", ""NOTICE-001""]","{""CASE-LOAN-INVEST-001"": 38.862199, ""LOSS-001"": 36.207115, ""NOTICE-001"": 26.920131, ""STAT-PROCEDURE-001"": 30.302366}",[],0,,,hit
RUN-LPB-RISK-001-qianfan_ernie_51-V4,LPB-RISK-001,qianfan_ernie_51,V4,W2,"[""STAT-LABOR-CONTRACT-001"", ""LOSS-001"", ""NOTICE-001"", ""CASE-TRAFFIC-INJURY-001""]","{""CASE-TRAFFIC-INJURY-001"": 23.035467, ""LOSS-001"": 36.460921, ""NOTICE-001"": 27.222743, ""STAT-LABOR-CONTRACT-001"": 38.546406}",[],0,,,hit
RUN-LPB-RISK-001-qianfan_ernie_51-V3,LPB-RISK-001,qianfan_ernie_51,V3,W3,"[""STAT-LABOR-CONTRACT-001"", ""LOSS-001"", ""NOTICE-001"", ""CASE-TRAFFIC-INJURY-001""]","{""CASE-TRAFFIC-INJURY-001"": 23.035467, ""LOSS-001"": 36.460921, ""NOTICE-001"": 27.222743, ""STAT-LABOR-CONTRACT-001"": 38.546406}",[],0,,,hit
RUN-LPB-RISK-001-qianfan_deepseek_v4_pro-V4,LPB-RISK-001,qianfan_deepseek_v4_pro,V4,W2,"[""STAT-LABOR-CONTRACT-001"", ""LOSS-001"", ""NOTICE-001"", ""CASE-TRAFFIC-INJURY-001""]","{""CASE-TRAFFIC-INJURY-001"": 23.035467, ""LOSS-001"": 36.460921, ""NOTICE-001"": 27.222743, ""STAT-LABOR-CONTRACT-001"": 38.546406}",[],0,,,hit
RUN-LPB-RISK-001-qianfan_deepseek_v4_pro-V3,LPB-RISK-001,qianfan_deepseek_v4_pro,V3,W3,"[""STAT-LABOR-CONTRACT-001"", ""LOSS-001"", ""NOTICE-001"", ""CASE-TRAFFIC-INJURY-001""]","{""CASE-TRAFFIC-INJURY-001"": 23.035467, ""LOSS-001"": 36.460921, ""NOTICE-001"": 27.222743, ""STAT-LABOR-CONTRACT-001"": 38.546406}",[],0,,,hit
RUN-LPB-RISK-001-qianfan_qwen35_27b-V4,LPB-RISK-001,qianfan_qwen35_27b,V4,W2,"[""STAT-LABOR-CONTRACT-001"", ""LOSS-001"", ""NOTICE-001"", ""CASE-TRAFFIC-INJURY-001""]","{""CASE-TRAFFIC-INJURY-001"": 23.035467, ""LOSS-001"": 36.460921, ""NOTICE-001"": 27.222743, ""STAT-LABOR-CONTRACT-001"": 38.546406}",[],0,,,hit
